1264,-9,5,0,1
1265,-3,5,-8,5
1266,1,5,-11,5
1267,1,1,-14,5
1268,-7,5,-1,1
1269,-4,5,-9,5
1270,0,1,-12,5
1271,-2,1,7,5
1272,-2,1,12,5
1273,-2,1,2,5
1274,-2,1,9,5
1275,-2,1,14,5
1276,-2,1,4,5
1277,-2,1,-1,5
1278,-13,5,3,5
1279,-13,5,8,5
1280,-2,1,13,5
1281,-2,1,8,5
1282,-2,1,3,5
1283,-1,1,11,5
1284,-1,1,16,5
1285,-1,1,6,5
1286,-1,1,1,5
1287,-1,1,21,5
1288,-8,5,17,5
1289,-8,5,12,5
1290,-8,5,7,5
1291,-8,5,2,5
1292,-1,1,-2,5
1293,-8,5,-3,5
1294,-1,1,-7,5
1295,-2,5,-6,5
1296,-6,5,-3,5
1297,-9,5,1,5
1298,-3,5,-7,5
1299,1,5,-2,1
1300,-7,5,-4,5
1301,-9,5,-4,5
1302,-9,5,9,5
1303,-9,5,14,5
1304,-9,5,4,5
1305,-9,5,19,5
1306,-8,5,2,1
1307,-8,5,1,1
1308,-11,5,9,5
1309,-11,5,14,5
